Trip_ID,travel_time_minutes
TRIP_01165,134.6
TRIP_01166,81.2
TRIP_01167,88.9
TRIP_01168,32.4
TRIP_01169,40.5
TRIP_01170,95.1
TRIP_01171,78.4
TRIP_01172,57.2
TRIP_01173,52.6
TRIP_01174,44.7
TRIP_01175,68.1
TRIP_01176,20.2
TRIP_01177,9.8
TRIP_01178,17.5
TRIP_01179,17.1
TRIP_01180,37.8
TRIP_01181,18.6
TRIP_01182,16.2
TRIP_01183,34.2
TRIP_01184,23.3
TRIP_01185,15.1
TRIP_01186,22.8
TRIP_01187,27.7
TRIP_01188,52.9
TRIP_01189,55.3
TRIP_01190,41.0
TRIP_01191,33.0
TRIP_01192,8.0
TRIP_01193,25.0
TRIP_01194,52.1
TRIP_01195,28.0
TRIP_01196,57.5
TRIP_01197,50.5
TRIP_01198,31.0
TRIP_01199,14.2
TRIP_01200,42.4
TRIP_01201,23.8
TRIP_01202,26.0
TRIP_01203,5.7
TRIP_01204,14.0
TRIP_01205,57.0
TRIP_01206,15.2
TRIP_01207,14.4
TRIP_01208,65.1
TRIP_01209,63.5
TRIP_01210,17.0
TRIP_01211,6.4
TRIP_01212,21.0
TRIP_01213,103.5
TRIP_01214,15.9
TRIP_01215,36.3
TRIP_01216,39.1
TRIP_01217,25.1
TRIP_01218,34.8
TRIP_01219,15.4
TRIP_01220,22.0
TRIP_01221,64.2
TRIP_01222,6.5
TRIP_01223,44.5
TRIP_01224,122.8
TRIP_01225,8.7
TRIP_01226,58.4
TRIP_01227,25.6
TRIP_01228,27.4
TRIP_01229,44.3
TRIP_01230,37.4
TRIP_01231,23.4
TRIP_01232,49.6
TRIP_01233,12.3
TRIP_01234,12.2
TRIP_01235,66.5
TRIP_01236,86.5
TRIP_01237,36.0
TRIP_01238,58.5
TRIP_01239,23.0
TRIP_01240,117.2
TRIP_01241,43.8
TRIP_01242,19.4
TRIP_01243,25.4
TRIP_01244,10.2
TRIP_01245,50.8
TRIP_01246,20.0
TRIP_01247,33.2
TRIP_01248,40.2
TRIP_01249,35.5
TRIP_01250,32.1
TRIP_01251,34.2
TRIP_01252,86.7
TRIP_01253,102.8
TRIP_01254,187.0
TRIP_01255,40.7
TRIP_01256,60.6
TRIP_01257,46.8
TRIP_01258,25.9
TRIP_01259,48.1
TRIP_01260,11.8
TRIP_01261,14.6
TRIP_01262,43.5
TRIP_01263,105.4
TRIP_01264,23.3
TRIP_01265,49.0
TRIP_01266,19.0
TRIP_01267,20.0
TRIP_01268,19.5
TRIP_01269,36.7
TRIP_01270,78.7
TRIP_01271,101.7
TRIP_01272,48.9
TRIP_01273,27.0
TRIP_01274,41.8
TRIP_01275,19.4
TRIP_01276,54.1
TRIP_01277,13.7
TRIP_01278,34.7
TRIP_01279,31.2
TRIP_01280,21.3
TRIP_01281,52.6
TRIP_01282,7.4
TRIP_01283,11.8
TRIP_01284,19.5
TRIP_01285,21.4
TRIP_01286,22.6
TRIP_01287,7.9
TRIP_01288,29.6
TRIP_01289,15.3
TRIP_01290,29.0
TRIP_01291,20.8
TRIP_01292,36.3
TRIP_01293,34.5
TRIP_01294,26.5
TRIP_01295,97.1
TRIP_01296,8.8
TRIP_01297,67.7
TRIP_01298,10.7
TRIP_01299,63.6
TRIP_01300,26.5
TRIP_01301,16.8
TRIP_01302,30.0
TRIP_01303,19.5
TRIP_01304,35.5
TRIP_01305,58.7
TRIP_01306,95.3
TRIP_01307,19.3
TRIP_01308,17.7
TRIP_01309,52.2
TRIP_01310,10.4
TRIP_01311,27.2
TRIP_01312,29.8
TRIP_01313,34.0
TRIP_01314,46.3
TRIP_01315,49.6
TRIP_01316,18.2
TRIP_01317,37.0
TRIP_01318,23.0
TRIP_01319,63.7
TRIP_01320,76.3
TRIP_01321,37.5
TRIP_01322,22.4
TRIP_01323,97.4
TRIP_01324,11.4
TRIP_01325,23.6
TRIP_01326,11.5
TRIP_01327,52.0
TRIP_01328,9.1
TRIP_01329,25.9
TRIP_01330,18.9
TRIP_01331,34.0
TRIP_01332,33.6
TRIP_01333,82.8
TRIP_01334,6.1
TRIP_01335,14.5
TRIP_01336,18.0
TRIP_01337,31.1
TRIP_01338,22.7
TRIP_01339,95.5
TRIP_01340,28.0
TRIP_01341,30.9
TRIP_01342,34.1
TRIP_01343,35.0
TRIP_01344,16.1
TRIP_01345,10.9
TRIP_01346,117.8
TRIP_01347,28.0
TRIP_01348,43.4
TRIP_01349,36.1
TRIP_01350,176.6
TRIP_01351,15.2
TRIP_01352,29.0
TRIP_01353,54.7
TRIP_01354,16.4
TRIP_01355,15.5
TRIP_01356,26.0
TRIP_01357,163.0
TRIP_01358,19.6
TRIP_01359,87.4
TRIP_01360,9.0
TRIP_01361,6.9
TRIP_01362,39.6
TRIP_01363,10.8
TRIP_01364,12.3
TRIP_01365,14.3
TRIP_01366,24.7
TRIP_01367,10.4
TRIP_01368,61.3
TRIP_01369,82.8
TRIP_01370,79.6
TRIP_01371,53.5
TRIP_01372,137.3
TRIP_01373,36.5
TRIP_01374,22.5
TRIP_01375,24.7
TRIP_01376,42.8
TRIP_01377,55.6
TRIP_01378,52.8
TRIP_01379,41.0
TRIP_01380,14.6
TRIP_01381,43.8
TRIP_01382,14.3
TRIP_01383,15.0
TRIP_01384,49.9
TRIP_01385,31.4
TRIP_01386,58.2
TRIP_01387,51.7
TRIP_01388,60.1
TRIP_01389,6.7
TRIP_01390,42.8
TRIP_01391,23.1
TRIP_01392,15.8
TRIP_01393,13.3
TRIP_01394,5.8
TRIP_01395,112.8
TRIP_01396,39.2
TRIP_01397,4.3
TRIP_01398,31.1
TRIP_01399,9.7
TRIP_01400,22.9
TRIP_01401,45.4
TRIP_01402,14.8
TRIP_01403,9.5
TRIP_01404,16.3
TRIP_01405,40.1
TRIP_01406,7.4
TRIP_01407,31.4
TRIP_01408,31.4
TRIP_01409,15.0
TRIP_01410,128.3
TRIP_01411,89.4
TRIP_01412,6.1
TRIP_01413,58.1
TRIP_01414,22.1
TRIP_01415,17.6
TRIP_01416,47.9
TRIP_01417,9.7
TRIP_01418,24.7
TRIP_01419,24.1
TRIP_01420,25.3
TRIP_01421,12.3
TRIP_01422,5.7
TRIP_01423,78.8
TRIP_01424,16.6
TRIP_01425,53.1
TRIP_01426,25.2
TRIP_01427,10.3
TRIP_01428,32.0
TRIP_01429,15.4
TRIP_01430,27.0
TRIP_01431,24.0
TRIP_01432,9.2
TRIP_01433,40.8
TRIP_01434,57.3
TRIP_01435,37.2
TRIP_01436,19.3
TRIP_01437,30.6
TRIP_01438,18.6
TRIP_01439,52.6
TRIP_01440,7.5
TRIP_01441,10.2
TRIP_01442,32.3
TRIP_01443,56.9
TRIP_01444,16.8
TRIP_01445,10.0
TRIP_01446,30.4
TRIP_01447,9.6
TRIP_01448,22.9
TRIP_01449,11.5
TRIP_01450,10.6
TRIP_01451,40.1
TRIP_01452,46.2
TRIP_01453,52.0
TRIP_01454,21.8
TRIP_01455,80.9
TRIP_01456,9.1
TRIP_01457,13.7
TRIP_01458,7.8
TRIP_01459,27.9
TRIP_01460,31.7
TRIP_01461,59.0
TRIP_01462,25.6
TRIP_01463,40.3
TRIP_01464,11.0
TRIP_01465,155.1
TRIP_01466,31.8
TRIP_01467,152.0
TRIP_01468,55.4
TRIP_01469,76.8
TRIP_01470,39.7
TRIP_01471,15.4
TRIP_01472,44.5
TRIP_01473,14.6
TRIP_01474,53.4
TRIP_01475,20.0
TRIP_01476,113.8
TRIP_01477,27.6
TRIP_01478,36.0
TRIP_01479,107.5
TRIP_01480,11.2
TRIP_01481,14.5
TRIP_01482,50.8
TRIP_01483,17.7
TRIP_01484,123.3
TRIP_01485,14.4
TRIP_01486,39.7
TRIP_01487,20.9
TRIP_01488,10.3
TRIP_01489,50.3
TRIP_01490,28.6
TRIP_01491,26.4
TRIP_01492,28.6
TRIP_01493,62.3
TRIP_01494,30.0
TRIP_01495,15.0
TRIP_01496,94.0
TRIP_01497,61.0
TRIP_01498,38.9
TRIP_01499,32.6
TRIP_01500,19.1
TRIP_01501,49.7
TRIP_01502,27.7
TRIP_01503,54.6
TRIP_01504,103.8
TRIP_01505,47.3
TRIP_01506,45.4
TRIP_01507,19.5
TRIP_01508,18.8
TRIP_01509,22.1
TRIP_01510,23.0
TRIP_01511,36.8
TRIP_01512,23.6
TRIP_01513,80.5
TRIP_01514,20.0
TRIP_01515,19.4
TRIP_01516,29.1
TRIP_01517,92.1
TRIP_01518,16.0
TRIP_01519,16.1
TRIP_01520,7.6
TRIP_01521,37.8
TRIP_01522,219.0
TRIP_01523,30.7
TRIP_01524,18.6
TRIP_01525,14.9
TRIP_01526,50.6
TRIP_01527,30.1
TRIP_01528,30.1
TRIP_01529,22.9
TRIP_01530,47.6
TRIP_01531,18.0
TRIP_01532,66.5
TRIP_01533,33.2
TRIP_01534,35.9
TRIP_01535,28.6
TRIP_01536,36.2
TRIP_01537,16.6
TRIP_01538,17.0
TRIP_01539,16.3
TRIP_01540,35.6
TRIP_01541,13.6
TRIP_01542,41.8
TRIP_01543,25.3
TRIP_01544,12.6
TRIP_01545,11.0
TRIP_01546,22.4
TRIP_01547,15.2
TRIP_01548,52.9
TRIP_01549,25.2
TRIP_01550,18.3
TRIP_01551,44.5
TRIP_01552,70.6
TRIP_01553,9.9
TRIP_01554,27.5
TRIP_01555,58.9
TRIP_01556,42.4
TRIP_01557,62.2
TRIP_01558,13.0
TRIP_01559,31.3
TRIP_01560,17.3
TRIP_01561,15.3
TRIP_01562,18.8
TRIP_01563,17.7
TRIP_01564,76.2
TRIP_01565,8.9
TRIP_01566,10.8
TRIP_01567,29.8
TRIP_01568,4.9
TRIP_01569,26.2
TRIP_01570,29.3
TRIP_01571,58.5
TRIP_01572,7.6
TRIP_01573,26.4
TRIP_01574,146.4
TRIP_01575,19.8
TRIP_01576,32.4
TRIP_01577,8.3
TRIP_01578,8.7
TRIP_01579,24.7
TRIP_01580,45.2
TRIP_01581,45.2
TRIP_01582,73.0
TRIP_01583,21.7
TRIP_01584,53.1
TRIP_01585,31.0
TRIP_01586,13.2
TRIP_01587,82.1
TRIP_01588,19.5
TRIP_01589,46.9
TRIP_01590,83.0
TRIP_01591,181.6
TRIP_01592,9.9
TRIP_01593,20.4
TRIP_01594,11.3
TRIP_01595,71.1
TRIP_01596,58.0
TRIP_01597,48.3
TRIP_01598,40.0
TRIP_01599,17.2
TRIP_01600,13.8
TRIP_01601,24.5
TRIP_01602,31.0
TRIP_01603,29.1
TRIP_01604,50.9
TRIP_01605,26.4
TRIP_01606,43.8
TRIP_01607,105.9
TRIP_01608,6.9
TRIP_01609,10.5
TRIP_01610,27.6
TRIP_01611,69.9
TRIP_01612,29.4
TRIP_01613,62.9
TRIP_01614,67.2
TRIP_01615,101.1
TRIP_01616,23.2
TRIP_01617,18.3
TRIP_01618,21.8
TRIP_01619,25.1
TRIP_01620,46.9
TRIP_01621,95.8
TRIP_01622,27.6
TRIP_01623,32.0
TRIP_01624,22.8
TRIP_01625,64.9
TRIP_01626,31.8
TRIP_01627,121.3
TRIP_01628,9.5
TRIP_01629,59.0
TRIP_01630,31.3
TRIP_01631,49.7
TRIP_01632,19.9
TRIP_01633,69.9
TRIP_01634,27.8
TRIP_01635,83.6
TRIP_01636,43.5
TRIP_01637,40.8
TRIP_01638,77.9
TRIP_01639,17.5
TRIP_01640,13.9
TRIP_01641,158.5
TRIP_01642,19.7
TRIP_01643,18.4
TRIP_01644,23.7
TRIP_01645,11.6
TRIP_01646,20.0
TRIP_01647,37.9
TRIP_01648,25.4
TRIP_01649,17.5
TRIP_01650,25.1
TRIP_01651,20.4
TRIP_01652,29.7
TRIP_01653,8.6
TRIP_01654,38.1
TRIP_01655,19.2
TRIP_01656,14.8
TRIP_01657,26.9
TRIP_01658,51.0
TRIP_01659,17.6
TRIP_01660,65.7
TRIP_01661,31.5
TRIP_01662,19.0
TRIP_01663,44.8
TRIP_01664,33.3
TRIP_01665,20.7
TRIP_01666,103.0
TRIP_01667,33.4
TRIP_01668,50.7
TRIP_01669,17.4
TRIP_01670,30.0
TRIP_01671,17.1
TRIP_01672,11.8
TRIP_01673,25.5
TRIP_01674,32.8
TRIP_01675,16.6
TRIP_01676,72.4
TRIP_01677,8.9
TRIP_01678,39.9
TRIP_01679,57.2
TRIP_01680,129.3
TRIP_01681,27.7
TRIP_01682,22.1
TRIP_01683,37.1
TRIP_01684,32.9
TRIP_01685,66.1
TRIP_01686,71.8
TRIP_01687,48.8
TRIP_01688,18.3
TRIP_01689,44.0
TRIP_01690,31.3
TRIP_01691,61.6
TRIP_01692,26.2
TRIP_01693,42.7
TRIP_01694,22.0
TRIP_01695,20.4
TRIP_01696,39.7
TRIP_01697,27.3
TRIP_01698,58.4
TRIP_01699,48.7
TRIP_01700,49.7
TRIP_01701,18.2
TRIP_01702,10.4
TRIP_01703,9.3
TRIP_01704,11.2
TRIP_01705,40.2
TRIP_01706,18.2
TRIP_01707,24.1
TRIP_01708,35.0
TRIP_01709,26.9
TRIP_01710,13.7
TRIP_01711,16.7
TRIP_01712,19.8
TRIP_01713,25.0
TRIP_01714,13.8
TRIP_01715,107.3
TRIP_01716,134.7
TRIP_01717,71.1
TRIP_01718,46.4
TRIP_01719,86.6
TRIP_01720,11.7
TRIP_01721,26.0
TRIP_01722,21.0
TRIP_01723,29.1
TRIP_01724,20.2
TRIP_01725,36.2
TRIP_01726,34.7
TRIP_01727,79.1
TRIP_01728,17.1
TRIP_01729,56.2
TRIP_01730,27.5
TRIP_01731,33.5
TRIP_01732,40.6
TRIP_01733,43.6
TRIP_01734,48.7
TRIP_01735,85.5
TRIP_01736,53.1
TRIP_01737,18.4
TRIP_01738,114.5
TRIP_01739,46.9
TRIP_01740,93.3
TRIP_01741,28.2
TRIP_01742,56.1
TRIP_01743,42.6
TRIP_01744,31.8
TRIP_01745,38.5
TRIP_01746,34.1
TRIP_01747,18.4
TRIP_01748,72.3
TRIP_01749,7.6
TRIP_01750,66.6
TRIP_01751,36.3
TRIP_01752,85.6
TRIP_01753,35.9
TRIP_01754,7.8
TRIP_01755,21.3
TRIP_01756,63.6
TRIP_01757,11.3
TRIP_01758,43.2
TRIP_01759,23.6
TRIP_01760,57.7
TRIP_01761,11.4
TRIP_01762,47.0
TRIP_01763,68.0
TRIP_01764,78.3
TRIP_01765,19.5
TRIP_01766,32.1
TRIP_01767,26.7
TRIP_01768,15.4
TRIP_01769,58.8
TRIP_01770,11.4
TRIP_01771,14.9
TRIP_01772,85.4
TRIP_01773,38.1
TRIP_01774,21.0
TRIP_01775,219.7
TRIP_01776,11.7
TRIP_01777,59.9
TRIP_01778,22.4
TRIP_01779,22.1
TRIP_01780,25.4
TRIP_01781,17.2
TRIP_01782,94.2
TRIP_01783,33.7
TRIP_01784,45.5
TRIP_01785,133.7
TRIP_01786,34.7
TRIP_01787,24.1
TRIP_01788,16.5
TRIP_01789,57.1
TRIP_01790,17.1
TRIP_01791,15.1
TRIP_01792,75.8
TRIP_01793,17.7
TRIP_01794,19.3
TRIP_01795,4.4
TRIP_01796,129.9
TRIP_01797,27.1
TRIP_01798,53.5
TRIP_01799,21.5
TRIP_01800,120.1
TRIP_01801,23.9
TRIP_01802,38.7
TRIP_01803,35.4
TRIP_01804,49.6
TRIP_01805,130.3
TRIP_01806,26.1
TRIP_01807,39.2
TRIP_01808,122.0
TRIP_01809,73.1
TRIP_01810,43.4
TRIP_01811,109.3
TRIP_01812,37.4
TRIP_01813,42.0
TRIP_01814,9.5
TRIP_01815,8.0
TRIP_01816,41.9
TRIP_01817,32.4
TRIP_01818,31.1
TRIP_01819,51.0
TRIP_01820,41.1
TRIP_01821,63.6
TRIP_01822,17.8
TRIP_01823,95.8
TRIP_01824,24.5
TRIP_01825,36.2
TRIP_01826,13.6
TRIP_01827,12.4
TRIP_01828,9.2
TRIP_01829,34.6
TRIP_01830,37.0
TRIP_01831,11.7
TRIP_01832,26.5
TRIP_01833,36.6
TRIP_01834,157.0
TRIP_01835,9.3
TRIP_01836,75.4
TRIP_01837,22.8
TRIP_01838,133.5
TRIP_01839,19.7
TRIP_01840,3.7
TRIP_01841,60.8
TRIP_01842,19.7
TRIP_01843,11.9
TRIP_01844,88.6
TRIP_01845,11.2
TRIP_01846,18.8
TRIP_01847,37.3
TRIP_01848,118.8
TRIP_01849,27.1
TRIP_01850,171.1
TRIP_01851,6.6
TRIP_01852,76.9
TRIP_01853,27.9
TRIP_01854,36.1
TRIP_01855,22.9
TRIP_01856,83.5
TRIP_01857,132.1
TRIP_01858,57.0
TRIP_01859,26.4
TRIP_01860,11.1
TRIP_01861,74.2
TRIP_01862,22.8
TRIP_01863,53.2
TRIP_01864,33.8
TRIP_01865,14.8
TRIP_01866,27.5
TRIP_01867,42.8
TRIP_01868,11.2
TRIP_01869,81.5
TRIP_01870,6.4
TRIP_01871,17.3
TRIP_01872,23.3
TRIP_01873,23.0
TRIP_01874,87.2
TRIP_01875,33.8
TRIP_01876,26.6
TRIP_01877,11.2
TRIP_01878,31.4
TRIP_01879,21.4
TRIP_01880,19.1
TRIP_01881,7.4
TRIP_01882,24.3
TRIP_01883,17.6
TRIP_01884,16.2
TRIP_01885,31.2
TRIP_01886,12.2
TRIP_01887,21.0
TRIP_01888,24.8
TRIP_01889,21.6
TRIP_01890,16.3
TRIP_01891,75.1
TRIP_01892,16.7
TRIP_01893,83.3
TRIP_01894,13.7
TRIP_01895,23.7
TRIP_01896,111.5
TRIP_01897,62.9
TRIP_01898,17.1
TRIP_01899,47.3
TRIP_01900,28.5
TRIP_01901,59.9
TRIP_01902,283.6
TRIP_01903,173.6
TRIP_01904,27.4
TRIP_01905,63.0
TRIP_01906,138.1
TRIP_01907,11.3
TRIP_01908,42.6
TRIP_01909,4.6
TRIP_01910,48.2
TRIP_01911,103.9
TRIP_01912,10.6
TRIP_01913,32.5
TRIP_01914,18.1
TRIP_01915,8.5
TRIP_01916,66.4
TRIP_01917,35.9
TRIP_01918,5.7
TRIP_01919,22.4
TRIP_01920,40.9
TRIP_01921,73.1
TRIP_01922,18.6
TRIP_01923,30.1
TRIP_01924,4.2
TRIP_01925,20.0
TRIP_01926,79.6
TRIP_01927,53.9
TRIP_01928,46.3
TRIP_01929,19.4
TRIP_01930,14.5
TRIP_01931,37.5
TRIP_01932,31.1
TRIP_01933,37.6
TRIP_01934,81.2
TRIP_01935,30.1
TRIP_01936,5.8
TRIP_01937,22.1
TRIP_01938,30.8
TRIP_01939,98.9
TRIP_01940,11.0
TRIP_01941,102.7
TRIP_01942,91.7
TRIP_01943,47.4
TRIP_01944,42.9
TRIP_01945,22.2
TRIP_01946,59.0
TRIP_01947,29.3
TRIP_01948,39.3
TRIP_01949,16.2
TRIP_01950,14.7
TRIP_01951,73.4
TRIP_01952,65.3
TRIP_01953,16.7
TRIP_01954,22.4
TRIP_01955,40.8
TRIP_01956,33.5
TRIP_01957,29.8
TRIP_01958,9.3
TRIP_01959,16.3
TRIP_01960,14.2
TRIP_01961,12.1
TRIP_01962,13.0
TRIP_01963,25.7
TRIP_01964,53.5
TRIP_01965,54.2
TRIP_01966,19.7
TRIP_01967,63.4
TRIP_01968,39.0
TRIP_01969,17.9
TRIP_01970,68.2
TRIP_01971,38.6
TRIP_01972,27.2
TRIP_01973,14.2
TRIP_01974,75.5
TRIP_01975,3.2
TRIP_01976,24.1
TRIP_01977,45.6
TRIP_01978,75.7
TRIP_01979,79.6
TRIP_01980,49.3
TRIP_01981,23.6
TRIP_01982,9.0
TRIP_01983,104.2
TRIP_01984,82.1
TRIP_01985,22.0
TRIP_01986,71.6
TRIP_01987,41.7
TRIP_01988,85.3
TRIP_01989,44.3
TRIP_01990,18.7
TRIP_01991,32.6
TRIP_01992,31.8
TRIP_01993,65.0
TRIP_01994,34.2
TRIP_01995,27.1
TRIP_01996,34.9
TRIP_01997,5.7
TRIP_01998,52.5
TRIP_01999,25.8
TRIP_02000,9.3
TRIP_02001,77.9
TRIP_02002,126.7
TRIP_02003,9.5
TRIP_02004,30.9
TRIP_02005,27.4
TRIP_02006,20.5
TRIP_02007,49.9
TRIP_02008,6.5
TRIP_02009,138.0
TRIP_02010,55.3
TRIP_02011,16.2
TRIP_02012,11.3
TRIP_02013,13.0
TRIP_02014,9.2
TRIP_02015,98.3
TRIP_02016,12.8
TRIP_02017,36.1
TRIP_02018,116.5
TRIP_02019,53.1
TRIP_02020,99.5
TRIP_02021,32.9
TRIP_02022,132.6
TRIP_02023,16.8
TRIP_02024,33.0
TRIP_02025,65.5
TRIP_02026,29.8
TRIP_02027,26.5
TRIP_02028,93.0
TRIP_02029,7.0
TRIP_02030,15.0
TRIP_02031,20.8
TRIP_02032,25.4
TRIP_02033,54.9
TRIP_02034,12.7
TRIP_02035,44.5
TRIP_02036,21.3
TRIP_02037,155.7
TRIP_02038,94.6
TRIP_02039,13.5
TRIP_02040,46.7
TRIP_02041,46.2
TRIP_02042,34.7
TRIP_02043,108.2
TRIP_02044,24.6
TRIP_02045,53.7
TRIP_02046,78.1
TRIP_02047,28.0
TRIP_02048,57.9
TRIP_02049,27.2
TRIP_02050,12.2
TRIP_02051,85.9
TRIP_02052,45.0
TRIP_02053,12.8
TRIP_02054,17.1
TRIP_02055,51.1
TRIP_02056,25.2
TRIP_02057,82.7
TRIP_02058,8.7
TRIP_02059,37.1
TRIP_02060,10.5
TRIP_02061,9.9
TRIP_02062,71.4
TRIP_02063,13.1
TRIP_02064,101.3
TRIP_02065,22.7
TRIP_02066,14.5
TRIP_02067,15.7
TRIP_02068,51.8
TRIP_02069,110.1
TRIP_02070,13.0
TRIP_02071,24.9
TRIP_02072,36.8
TRIP_02073,27.3
TRIP_02074,24.1
TRIP_02075,30.5
TRIP_02076,26.8
TRIP_02077,38.4
TRIP_02078,21.4
TRIP_02079,25.5
TRIP_02080,27.9
TRIP_02081,54.1
TRIP_02082,26.0
TRIP_02083,80.3
TRIP_02084,71.3
TRIP_02085,104.4
TRIP_02086,121.2
TRIP_02087,55.7
TRIP_02088,37.4
TRIP_02089,15.0
TRIP_02090,22.1
TRIP_02091,54.8
TRIP_02092,12.0
TRIP_02093,48.7
TRIP_02094,11.4
TRIP_02095,8.4
TRIP_02096,96.3
TRIP_02097,6.6
TRIP_02098,41.5
TRIP_02099,27.7
TRIP_02100,9.1
TRIP_02101,56.8
TRIP_02102,29.0
TRIP_02103,19.1
TRIP_02104,42.2
TRIP_02105,23.2
TRIP_02106,19.4
TRIP_02107,29.3
TRIP_02108,10.1
TRIP_02109,17.3
TRIP_02110,12.2
TRIP_02111,25.4
TRIP_02112,41.2
TRIP_02113,39.0
TRIP_02114,109.4
TRIP_02115,26.4
TRIP_02116,32.0
TRIP_02117,57.5
TRIP_02118,16.2
TRIP_02119,41.5
TRIP_02120,17.3
TRIP_02121,24.5
TRIP_02122,21.0
TRIP_02123,14.9
TRIP_02124,20.8
TRIP_02125,51.5
TRIP_02126,21.1
TRIP_02127,23.7
TRIP_02128,42.3
TRIP_02129,18.3
TRIP_02130,25.0
TRIP_02131,58.8
TRIP_02132,13.8
TRIP_02133,35.4
TRIP_02134,34.3
TRIP_02135,37.8
TRIP_02136,36.7
TRIP_02137,62.8
TRIP_02138,16.2
TRIP_02139,28.4
TRIP_02140,72.8
TRIP_02141,166.0
TRIP_02142,52.4
TRIP_02143,9.5
TRIP_02144,43.4
TRIP_02145,32.0
TRIP_02146,37.2
TRIP_02147,50.1
TRIP_02148,44.8
TRIP_02149,12.7
TRIP_02150,37.2
TRIP_02151,14.0
TRIP_02152,10.0
TRIP_02153,62.3
TRIP_02154,34.5
TRIP_02155,3.8
TRIP_02156,47.9
TRIP_02157,51.4
TRIP_02158,26.8
TRIP_02159,58.6
TRIP_02160,14.2
TRIP_02161,45.2
TRIP_02162,16.1
TRIP_02163,50.5
TRIP_02164,39.6
TRIP_02165,27.4
TRIP_02166,78.8
TRIP_02167,36.9
TRIP_02168,53.2
TRIP_02169,37.2
TRIP_02170,14.3
TRIP_02171,22.3
TRIP_02172,13.6
TRIP_02173,50.4
TRIP_02174,3.3
TRIP_02175,43.1
TRIP_02176,37.3
TRIP_02177,52.0
TRIP_02178,75.7
TRIP_02179,36.9
TRIP_02180,24.0
TRIP_02181,122.7
TRIP_02182,30.1
TRIP_02183,17.7
TRIP_02184,10.0
TRIP_02185,64.6
TRIP_02186,116.1
TRIP_02187,49.5
TRIP_02188,19.2
TRIP_02189,10.9
TRIP_02190,39.5
TRIP_02191,62.7
TRIP_02192,11.6
TRIP_02193,13.1
TRIP_02194,33.4
TRIP_02195,19.8
TRIP_02196,65.5
TRIP_02197,23.5
TRIP_02198,18.7
TRIP_02199,139.0
TRIP_02200,48.0
TRIP_02201,108.0
TRIP_02202,32.4
TRIP_02203,11.0
TRIP_02204,48.9
TRIP_02205,26.1
TRIP_02206,20.2
TRIP_02207,24.1
TRIP_02208,22.4
TRIP_02209,58.3
TRIP_02210,36.4
TRIP_02211,10.1
TRIP_02212,31.5
TRIP_02213,21.3
TRIP_02214,123.6
TRIP_02215,5.2
TRIP_02216,4.6
TRIP_02217,41.4
TRIP_02218,56.8
TRIP_02219,39.7
TRIP_02220,28.4
TRIP_02221,30.0
TRIP_02222,18.9
TRIP_02223,50.4
TRIP_02224,35.4
TRIP_02225,93.6
TRIP_02226,16.3
TRIP_02227,27.3
TRIP_02228,31.0
TRIP_02229,8.4
TRIP_02230,27.0
TRIP_02231,13.4
TRIP_02232,39.7
TRIP_02233,89.6
TRIP_02234,64.6
TRIP_02235,33.1
TRIP_02236,30.8
TRIP_02237,17.3
TRIP_02238,175.0
TRIP_02239,29.2
TRIP_02240,18.9
TRIP_02241,18.1
TRIP_02242,23.2
TRIP_02243,99.5
TRIP_02244,161.9
TRIP_02245,26.8
TRIP_02246,23.8
TRIP_02247,11.6
TRIP_02248,22.2
TRIP_02249,63.0
TRIP_02250,57.3
TRIP_02251,21.0
TRIP_02252,14.7
TRIP_02253,32.9
TRIP_02254,19.7
TRIP_02255,29.7
TRIP_02256,34.6
TRIP_02257,32.6
TRIP_02258,87.5
TRIP_02259,21.7
TRIP_02260,29.4
TRIP_02261,68.0
TRIP_02262,12.5
TRIP_02263,80.5
TRIP_02264,30.6
TRIP_02265,8.1
TRIP_02266,91.7
TRIP_02267,3.4
TRIP_02268,87.9
TRIP_02269,16.8
TRIP_02270,25.9
TRIP_02271,16.5
TRIP_02272,54.8
TRIP_02273,64.1
TRIP_02274,30.8
TRIP_02275,18.3
TRIP_02276,21.9
TRIP_02277,82.1
TRIP_02278,77.8
TRIP_02279,89.3
TRIP_02280,78.2
TRIP_02281,45.4
TRIP_02282,121.9
TRIP_02283,32.3
TRIP_02284,70.6
TRIP_02285,21.1
TRIP_02286,13.5
TRIP_02287,8.3
TRIP_02288,133.0
TRIP_02289,56.6
TRIP_02290,63.2
TRIP_02291,22.5
TRIP_02292,29.9
TRIP_02293,131.0
TRIP_02294,17.0
TRIP_02295,10.7
TRIP_02296,103.4
TRIP_02297,2.1
TRIP_02298,21.3
TRIP_02299,11.3
TRIP_02300,48.1
TRIP_02301,66.7
TRIP_02302,32.2
TRIP_02303,60.4
TRIP_02304,138.5
TRIP_02305,80.9
TRIP_02306,13.3
TRIP_02307,60.0
TRIP_02308,14.7
TRIP_02309,41.3
TRIP_02310,55.9
TRIP_02311,59.3
TRIP_02312,25.2
TRIP_02313,52.3
TRIP_02314,35.6
TRIP_02315,36.1
TRIP_02316,30.8
TRIP_02317,66.4
TRIP_02318,28.2
TRIP_02319,29.7
TRIP_02320,33.7
TRIP_02321,16.8
TRIP_02322,8.8
TRIP_02323,69.9
TRIP_02324,15.2
TRIP_02325,39.2
TRIP_02326,89.1
TRIP_02327,35.0
TRIP_02328,19.7
TRIP_02329,8.7
